,Unnamed: 0.1,Unnamed: 0,Tweets,Sentiment,Sarcasm_Col,Topic,Sarcasm_Aug
62,177,279,"""Oh, what a surprise! The French nuclear miracle is actually just a big misunderstanding, covering up the fact that nuclear reactor construction costs are skyrocketing and taking away investments from renewable energy sources like wind, solar, and hydro power. Thanks, Vermont Law School's Institute, for stating the obvious.""",Negative,Sarcastic,Energy,"""The French nuclear miracle is not as positive as it seems, as nuclear reactor construction costs are increasing and diverting investments from renewable energy sources like wind, solar, and hydro power. The Vermont Law School's Institute has highlighted this issue."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739502156, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=47, prompt_tokens=85, total_tokens=132), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
63,182,288,"""Oh, because nuclear power is just sooo safe, right? It's not like every nuclear disaster was just a little oopsie caused by human error. And who needs solar, hydro, or wind energy when we have this flawless alternative, right? """,Negative,Sarcastic,Energy,"'Nuclear power has a history of safety issues due to human error, as seen in past disasters. Despite this, some may argue that it is a reliable energy source compared to solar, hydro, and wind energy."
64,183,289,"""Oh sure, let's resurrect nuclear power plants because what could possibly go wrong? Why not bring back Indian Point while we're at it? #GreenNuclearDeal""",Negative,Sarcastic,Energy,"""Let's bring back nuclear power plants and even consider reopening Indian Point. What could possibly go wrong? #GreenNuclearDeal"", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}})], created=1739502161, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=25, prompt_tokens=60, total_tokens=85), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'low'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
65,186,292,"so glad.sun, wind, running water natural energy. Man makes nuclear, waste never gone. Totally missed being natural being. ????????",Negative,Sarcastic,Energy,"'I am disappointed that man relies on nuclear energy instead of harnessing natural sources like the sun, wind, and running water. The issue of nuclear waste disposal is a major concern that cannot be ignored."
66,191,302,"""Oh, scientists can split the atom to create weapons of mass destruction to obliterate entire cities, but somehow removing salt from water is just too darn challenging for them. #priorities""",Negative,Sarcastic,Politics,"'Scientists have the ability to split the atom for destructive purposes, yet they struggle with removing salt from water."
67,194,305,"""Oh, what a fantastic use of funds! Definitely not a nuclear tragedy, just a brilliant waste of money.""",Negative,Sarcastic,Politics,'This is not a wise use of funds at all. It is simply a wasteful expenditure.
68,195,306,"""Oh, great! A new UK nuclear power plant that might not even work properly with the electric grid when it finally decides to come online in about 10 years. How convenient!""",Negative,Sarcastic,Energy,"'A new UK nuclear power plant is being constructed, but there are concerns about its functionality and potential issues with integrating it into the electric grid when it becomes operational in approximately 10 years."
69,196,307,"""India just couldn't resist showing off its nuclear capabilities by test-firing the Shourya missile on Saturday. Because, you know, who doesn't love a good ol' display of power? #sarcasm""",Negative,Sarcastic,Politics,"'India displayed its nuclear capabilities by conducting a test of the Shourya missile on Saturday, which some may view as a demonstration of power."
70,198,310,"""\""Wow, what a shocker! World powers probably won't manage to strike a nuclear deal with Iran before the deadline.\""""",Neutral,Sarcastic,Politics,'It is unlikely that world powers will be able to reach a nuclear deal with Iran before the deadline.
71,203,319,"""Netanyahu thinks the current sanctions are really going to put a stop to Iran's nuclear program. Brilliant plan, right?""",Negative,Sarcastic,Politics,"""Netanyahu believes that the current sanctions will effectively halt Iran's nuclear program."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739502176, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=15, prompt_tokens=51, total_tokens=66), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
72,207,329,"""Our dear chair Matt Burley seems to think that no country on this planet has managed to lower its carbon footprint without jumping on the nuclear power bandwagon. How enlightening! NuclearSW NSWConf18""",Negative,Sarcastic,Energy,'It appears that Matt Burley believes that no country has successfully reduced its carbon footprint without relying on nuclear power.
73,212,336,"""Biden's foreign policy skills are just top-notch! The Afghan withdrawal was flawless, OPEC cutting oil production is just fantastic news, and North Korea launching missiles again is just the cherry on top. We're definitely not on the brink of nuclear war and WW3 at all. Keep up the great work, Biden! #NotImpressed""",Neutral,Sarcastic,Politics,"'""Biden\'s foreign policy expertise is evident in the smooth Afghan withdrawal, positive OPEC oil production cuts, and North Korea\'s missile launches. The situation does not suggest any imminent nuclear war or World War 3. Keep it up, Biden!"""
74,218,344,"""Wow, thanks for actually listening instead of just waiting for your turn to talk. Because, you know, there's obviously no perfect solution to our energy problems. We've got all these amazing options like hydroelectric, geothermal, nuclear, wind, and solar - but hey, who knows if they'll actually make a difference in reducing fossil fuels, right? And let's not forget about my top wish list items: 1) Some super convenient plasma fusion that's totally scalable, and 2) grid batteries that can last for days or even weeks. Because, you know, those are totally realistic goals. """,Positive,Sarcastic,Energy,"'Thank you for listening attentively to the discussion about our energy challenges. There are various promising options available, such as hydroelectric, geothermal, nuclear, wind, and solar power. While there may not be a perfect solution, these alternatives have the potential to help reduce our reliance on fossil fuels. Additionally, advancements like plasma fusion technology and long-lasting grid batteries are exciting possibilities for the future."
75,220,347,"""Great, just what we need - another thrilling daily update on nuclear power in North East Asia. Can't wait to dive into this riveting content. #sarcasm""",Negative,Sarcastic,Energy,"'Another update on nuclear power in North East Asia, just what we needed. Looking forward to reading this exciting content. #sarcasm"
76,231,360,"""Oh, wow, Greg, did you know that a whole MW of #solar only manages to produce a measly 1/10 of the electricity that a MW of #nuclear can? Shocking, right?""",Positive,Sarcastic,Energy,"'""Greg, it\'s interesting to note that a MW of solar power generates only 1/10 of the electricity produced by a MW of nuclear power. It\'s impressive to see the difference in their capabilities."""
77,240,374,"""India is just so lucky to be getting a whopping 15 of its very own Pressurized Heavy Water Nuclear Reactors! Because, you know, we definitely need more nuclear power to balance out all that pesky solar energy. And hey, the Government of India is just throwing money left and right to build 10 of these bad boys. How exciting!""",Negative,Sarcastic,Politics,"'India is receiving 15 Pressurized Heavy Water Nuclear Reactors, which may not be necessary considering the abundance of solar energy available. The Government of India is investing in the construction of 10 of these reactors."
78,242,379,"""Oh, sure, because using nuclear power to desalinate water and irrigate arid areas while planting a bunch of trees that magically grow super fast and store tons of carbon is a flawless plan. And let's not forget how the thermal energy will conveniently be converted into chemical bonds in the trees to remove CO2. But hey, who cares about that pesky little heat release issue from the nuke, right? Galore""",Negative,Sarcastic,Energy,"'Using nuclear power to desalinate water and irrigate arid areas, along with planting fast-growing trees to store carbon, may not be a perfect solution. The heat release from the nuclear power plant could be a concern."
79,246,385,"""Oh wow, because we all know that building more nuclear stations is the perfect solution to saving the planet and reaching those climate targets. Thanks for the groundbreaking idea! #NotTheBestPlan""",Negative,Sarcastic,Energy,'Constructing additional nuclear power plants is not an ideal solution for addressing climate change and meeting environmental goals. Thank you for sharing this perspective. #NotTheBestPlan
80,247,386,"""Oh, so nuclear power is just thriving on its own, huh? Making tons of money without any help from subsidies? Yeah, right. Keep living in that fantasy world.""",Negative,Sarcastic,Energy,"'Nuclear power is not as successful as some may believe, as it heavily relies on subsidies for financial support."
